"No.","Time","Source","Destination","Protocol","Length","Info"
"33","19.629739","10.87.1.138","8.8.8.8","DNS","70","Standard query 0xa920 A dns.google"
"34","19.630147","10.87.1.138","8.8.8.8","DNS","70","Standard query 0xbc3c HTTPS dns.google"
"35","19.633341","10.87.1.138","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.252 for any sources"
"36","19.634328","8.8.8.8","10.87.1.138","DNS","102","Standard query response 0x8e74 A dns.google A 8.8.8.8 A 8.8.4.4"
"37","19.634328","8.8.8.8","10.87.1.138","DNS","102","Standard query response 0xc94d A dns.google A 8.8.4.4 A 8.8.8.8"
"38","19.634561","8.8.8.8","10.87.1.138","DNS","102","Standard query response 0xef85 A dns.google A 8.8.8.8 A 8.8.4.4"
"39","19.634561","8.8.8.8","10.87.1.138","DNS","102","Standard query response 0xa920 A dns.google A 8.8.4.4 A 8.8.8.8"
"40","19.640758","10.87.1.138","8.8.8.8","DNS","70","Standard query 0x740d A dns.google"
"41","19.641267","10.87.1.138","8.8.8.8","DNS","70","Standard query 0x0a4d HTTPS dns.google"
"42","19.641815","10.87.1.138","224.0.0.22","IGMPv3","54","Membership Report / Leave group 224.0.0.252"
"43","19.644879","8.8.8.8","10.87.1.138","DNS","102","Standard query response 0x740d A dns.google A 8.8.8.8 A 8.8.4.4"
"44","19.649653","10.87.1.138","8.8.4.4","QUIC","1292","Initial, DCID=299b733f905d7d68, PKN: 1, PADDING, PING, PING, PADDING, PING, CRYPTO, PADDING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO"
"45","19.650501","10.87.1.138","8.8.4.4","QUIC","122","0-RTT, DCID=299b733f905d7d68"
"46","19.654508","10.87.1.138","8.8.8.8","DNS","70","Standard query 0xab5a A dns.google"
"47","19.654761","10.87.1.138","8.8.8.8","TCP","66","64854  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"48","19.654766","10.87.1.138","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.252 for any sources"
"49","19.654956","10.87.1.138","8.8.8.8","DNS","70","Standard query 0x0c63 HTTPS dns.google"
"50","19.655417","10.87.1.138","8.8.8.8","DNS","70","Standard query 0xd47d A dns.google"
"51","19.655711","8.8.8.8","10.87.1.138","DNS","70","Standard query response 0x6eb9 HTTPS dns.google"
"52","19.655711","8.8.8.8","10.87.1.138","DNS","70","Standard query response 0xfffc HTTPS dns.google"
"53","19.655770","10.87.1.138","8.8.8.8","DNS","70","Standard query 0xbe10 HTTPS dns.google"
"54","19.655852","8.8.8.8","10.87.1.138","DNS","70","Standard query response 0xc739 HTTPS dns.google"
"55","19.655852","8.8.8.8","10.87.1.138","DNS","70","Standard query response 0x00d7 HTTPS dns.google"
"56","19.655852","8.8.8.8","10.87.1.138","DNS","70","Standard query response 0xbc3c HTTPS dns.google"
"57","19.655852","8.8.8.8","10.87.1.138","DNS","70","Standard query response 0x0a4d HTTPS dns.google"
"58","19.656122","10.87.1.138","8.8.8.8","DNS","70","Standard query 0x8662 A dns.google"
"59","19.656489","10.87.1.138","8.8.8.8","DNS","70","Standard query 0x3558 HTTPS dns.google"
"60","19.656943","10.87.1.138","224.0.0.251","MDNS","81","Standard query 0x0000 ANY DESKTOP-FE4CR37.local, ""QM"" question"
"61","19.660231","CloudNet_1a:69:a1","Broadcast","ARP","42","Who has 10.87.0.2? Tell 10.87.1.138"
"62","19.662667","8.8.8.8","10.87.1.138","DNS","102","Standard query response 0xab5a A dns.google A 8.8.4.4 A 8.8.8.8"
"63","19.662667","8.8.8.8","10.87.1.138","DNS","102","Standard query response 0xd47d A dns.google A 8.8.8.8 A 8.8.4.4"
"64","19.663026","Routerbo_eb:74:e4","CloudNet_1a:69:a1","ARP","60","10.87.0.2 is at 08:55:31:eb:74:e4"
"65","19.665448","8.8.8.8","10.87.1.138","DNS","102","Standard query response 0x8662 A dns.google A 8.8.4.4 A 8.8.8.8"
"66","19.677994","10.87.1.138","8.8.8.8","TCP","66","64855  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"67","19.678497","10.87.1.138","8.8.4.4","TCP","66","64856  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"68","19.681730","10.87.1.138","224.0.0.251","MDNS","91","Standard query response 0x0000 A 10.87.1.138"
"69","19.684314","10.87.1.138","8.8.4.4","QUIC","289","0-RTT, DCID=299b733f905d7d68"
"70","19.685481","10.87.1.138","8.8.8.8","DNS","70","Standard query 0x4a0a A dns.google"
"71","19.685867","10.87.1.138","8.8.8.8","DNS","70","Standard query 0x7254 HTTPS dns.google"
"72","19.689158","8.8.8.8","10.87.1.138","TCP","66","443  >  64854 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"73","19.689287","10.87.1.138","8.8.8.8","TCP","54","64854  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"74","19.689304","10.87.1.138","10.87.3.255","NBNS","110","Registration NB DESKTOP-FE4CR37<00>"
"75","19.689706","10.87.1.138","8.8.8.8","TLSv1.3","571","Client Hello"
"76","19.693360","8.8.8.8","10.87.1.138","DNS","102","Standard query response 0x4a0a A dns.google A 8.8.8.8 A 8.8.4.4"
"77","19.693360","8.8.8.8","10.87.1.138","DNS","70","Standard query response 0x0c63 HTTPS dns.google"
"78","19.693657","8.8.8.8","10.87.1.138","DNS","70","Standard query response 0xbe10 HTTPS dns.google"
"79","19.693657","8.8.8.8","10.87.1.138","DNS","70","Standard query response 0x3558 HTTPS dns.google"
"80","19.694162","10.87.1.138","8.8.4.4","TCP","66","64857  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"81","19.702103","10.87.1.138","10.87.3.255","NBNS","110","Registration NB WORKGROUP<00>"
"82","19.702361","10.87.1.138","10.87.3.255","NBNS","110","Registration NB DESKTOP-FE4CR37<20>"
"83","19.703661","10.87.1.138","8.8.8.8","TCP","66","64858  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"84","19.706217","8.8.4.4","10.87.1.138","QUIC","1292","Initial, SCID=e99b733f905d7d68, PKN: 1, ACK, PADDING"
"85","19.709065","8.8.4.4","10.87.1.138","TCP","66","443  >  64856 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"86","19.709189","10.87.1.138","8.8.4.4","TCP","54","64856  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"87","19.709577","10.87.1.138","8.8.4.4","TLSv1.3","811","Client Hello"
"88","19.715825","8.8.8.8","10.87.1.138","TCP","66","443  >  64855 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"89","19.715975","10.87.1.138","8.8.8.8","TCP","54","64855  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"90","19.716372","10.87.1.138","8.8.8.8","TLSv1.3","811","Client Hello"
"91","19.723882","CloudNet_1a:69:a1","Broadcast","ARP","42","Who has 10.87.1.138? (ARP Probe)"
"92","19.724192","10.87.1.138","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.252 for any sources"
"93","19.743550","10.87.1.138","52.163.231.110","TCP","66","64859  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"94","19.743728","10.87.1.138","8.8.8.8","DNS","99","Standard query 0xd738 A trouter-azsc-asse-0-a.trouter.skype.com"
"95","19.743729","10.87.1.138","8.8.8.8","DNS","99","Standard query 0xe0c0 AAAA trouter-azsc-asse-0-a.trouter.skype.com"
"96","19.799958","10.87.1.138","224.0.0.22","IGMPv3","54","Membership Report / Join group 239.255.255.250 for any sources"
"97","19.817050","10.87.1.138","8.8.4.4","QUIC","1292","Initial, DCID=e99b733f905d7d68, PKN: 5, PADDING, PING, PADDING"
"98","19.897869","CloudNet_1a:69:a1","Broadcast","ARP","42","Who has 10.87.0.2? Tell 10.87.1.138"
"99","20.107290","8.8.8.8","10.87.1.138","DNS","70","Standard query response 0x7254 HTTPS dns.google"
"100","20.107628","8.8.8.8","10.87.1.138","TCP","60","443  >  64854 [ACK] Seq=1 Ack=518 Win=66816 Len=0"
"101","20.107628","8.8.4.4","10.87.1.138","TCP","66","443  >  64857 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"102","20.107628","8.8.8.8","10.87.1.138","TCP","66","443  >  64858 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"103","20.107628","8.8.4.4","10.87.1.138","TCP","60","443  >  64856 [ACK] Seq=1 Ack=758 Win=67072 Len=0"
"104","20.107628","8.8.4.4","10.87.1.138","QUIC","1292","Protected Payload (KP0)"
"105","20.107628","8.8.4.4","10.87.1.138","QUIC","863","Protected Payload (KP0)"
"106","20.107628","8.8.4.4","10.87.1.138","QUIC","177","Protected Payload (KP0)"
"107","20.108046","8.8.4.4","10.87.1.138","QUIC","66","Protected Payload (KP0)"
"108","20.108046","8.8.4.4","10.87.1.138","QUIC","64","Protected Payload (KP0)"
"109","20.108046","8.8.4.4","10.87.1.138","QUIC","742","Protected Payload (KP0)"
"110","20.108104","8.8.4.4","10.87.1.138","QUIC","65","Protected Payload (KP0)"
"111","20.108104","8.8.8.8","10.87.1.138","TLSv1.3","1466","Server Hello, Change Cipher Spec"
"112","20.110863","8.8.8.8","10.87.1.138","TCP","1466","443  >  64854 [PSH, ACK] Seq=1413 Ack=518 Win=66816 Len=1412 [TCP segment of a reassembled PDU]"
"113","20.110863","8.8.8.8","10.87.1.138","TCP","1466","443  >  64854 [ACK] Seq=2825 Ack=518 Win=66816 Len=1412 [TCP segment of a reassembled PDU]"
"114","20.110863","8.8.8.8","10.87.1.138","TLSv1.3","796","Application Data"
"115","20.110863","8.8.4.4","10.87.1.138","TLSv1.3","425","Server Hello, Change Cipher Spec, Application Data"
"116","20.110863","8.8.8.8","10.87.1.138","TCP","796","[TCP Retransmission] 443  >  64854 [PSH, ACK] Seq=4237 Ack=518 Win=66816 Len=742"
"117","20.110863","8.8.4.4","10.87.1.138","QUIC","1292","Protected Payload (KP0)"
"118","20.110863","8.8.8.8","10.87.1.138","TCP","66","[TCP Retransmission] 443  >  64855 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"119","20.110863","8.8.4.4","10.87.1.138","TCP","66","[TCP Retransmission] 443  >  64857 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"120","20.110863","8.8.8.8","10.87.1.138","TCP","66","[TCP Retransmission] 443  >  64858 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"121","20.110863","8.8.4.4","10.87.1.138","TCP","425","[TCP Retransmission] 443  >  64856 [PSH, ACK] Seq=1 Ack=758 Win=67072 Len=371"
"122","20.110863","8.8.8.8","10.87.1.138","TCP","1466","[TCP Out-Of-Order] 443  >  64854 [ACK] Seq=1 Ack=518 Win=66816 Len=1412"
"123","20.116361","Routerbo_eb:74:e4","CloudNet_1a:69:a1","ARP","60","10.87.0.2 is at 08:55:31:eb:74:e4"
"124","20.116411","10.87.1.138","8.8.8.8","TLSv1.3","282","[TCP Previous segment not captured] , Application Data"
"125","20.138455","8.8.8.8","10.87.1.138","TCP","60","443  >  64855 [ACK] Seq=1 Ack=758 Win=67072 Len=0"
"126","20.143569","8.8.4.4","10.87.1.138","QUIC","1292","Protected Payload (KP0)"
"127","20.144125","10.87.1.138","8.8.4.4","QUIC","163","Protected Payload (KP0), DCID=e99b733f905d7d68"
"128","20.146005","8.8.8.8","10.87.1.138","DNS","175","Standard query response 0xe0c0 AAAA trouter-azsc-asse-0-a.trouter.skype.com CNAME trouter-azsc-asse-0-a.cloudapp.net AAAA 2a01:111:f100:7000::6fdd:5590"
"129","20.146005","8.8.8.8","10.87.1.138","DNS","163","Standard query response 0xd738 A trouter-azsc-asse-0-a.trouter.skype.com CNAME trouter-azsc-asse-0-a.cloudapp.net A 52.163.231.110"
"130","20.146005","8.8.8.8","10.87.1.138","TCP","66","[TCP Window Update] 443  >  64854 [ACK] Seq=4979 Ack=518 Win=67840 Len=0 SLE=690 SRE=918"
"131","20.158021","10.87.1.138","8.8.8.8","TCP","454","[TCP Retransmission] 64854  >  443 [PSH, ACK] Seq=518 Ack=4979 Win=66304 Len=400"
"132","20.179617","10.87.1.138","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"133","20.180209","10.87.1.138","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"134","20.234648","10.87.1.138","224.0.0.22","IGMPv3","54","Membership Report / Join group 239.255.255.250 for any sources"
"135","20.358158","10.87.1.138","8.8.4.4","TLSv1.3","454","Change Cipher Spec, Application Data, Application Data, Application Data"
"136","20.451490","10.87.1.138","10.87.3.255","NBNS","110","Registration NB DESKTOP-FE4CR37<00>"
"137","20.451656","10.87.1.138","10.87.3.255","NBNS","110","Registration NB WORKGROUP<00>"
"138","20.467081","10.87.1.138","8.8.8.8","TCP","454","[TCP Retransmission] 64854  >  443 [PSH, ACK] Seq=518 Ack=4979 Win=66304 Len=400"
"139","20.467172","10.87.1.138","10.87.3.255","NBNS","110","Registration NB DESKTOP-FE4CR37<20>"
"140","20.467317","10.87.1.138","8.8.4.4","QUIC","145","Protected Payload (KP0), DCID=e99b733f905d7d68"
"141","20.499679","10.87.1.138","8.8.8.8","QUIC","1292","Initial, DCID=52358fa76ed0dd81, PKN: 1, CRYPTO, PING, PADDING, CRYPTO, PING, PADDING, PING, PING, PING, PADDING, PING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PADDING, PING, PADDING, CRYPTO, PADDING, CRYPTO, CRYPTO, PADDING, PING"
"142","20.500311","10.87.1.138","8.8.8.8","QUIC","122","0-RTT, DCID=52358fa76ed0dd81"
"143","20.500669","10.87.1.138","8.8.8.8","QUIC","289","0-RTT, DCID=52358fa76ed0dd81"
"144","20.514331","10.87.1.138","8.8.8.8","QUIC","1292","Initial, DCID=a413b7a08ed98a99, PKN: 1, PING, CRYPTO, PADDING, PING, PING, PING, CRYPTO, PADDING, CRYPTO, CRYPTO, CRYPTO, PADDING"
"145","20.515122","10.87.1.138","8.8.8.8","QUIC","122","0-RTT, DCID=a413b7a08ed98a99"
"146","20.515877","10.87.1.138","8.8.8.8","QUIC","289","0-RTT, DCID=a413b7a08ed98a99"
"147","20.529339","10.87.1.138","8.8.8.8","DNS","70","Standard query 0x0fab A dns.google"
"148","20.530095","10.87.1.138","8.8.8.8","DNS","70","Standard query 0x947b HTTPS dns.google"
"149","20.532381","52.163.231.110","10.87.1.138","TCP","66","443  >  64859 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"150","20.532381","8.8.4.4","10.87.1.138","QUIC","163","Protected Payload (KP0)"
"151","20.532381","8.8.4.4","10.87.1.138","QUIC","67","Protected Payload (KP0)"
"152","20.532381","8.8.8.8","10.87.1.138","TCP","66","443  >  64854 [ACK] Seq=4979 Ack=918 Win=68864 Len=0 SLE=690 SRE=918"
"153","20.532381","8.8.8.8","10.87.1.138","TLSv1.3","1002","Application Data, Application Data"
"154","20.532381","8.8.8.8","10.87.1.138","TLSv1.3","85","Application Data"
"155","20.532381","8.8.8.8","10.87.1.138","TLSv1.3","341","Application Data"
"156","20.532381","8.8.8.8","10.87.1.138","TLSv1.3","553","Application Data"
"157","20.532381","8.8.8.8","10.87.1.138","TLSv1.3","85","Application Data"
"158","20.532381","8.8.8.8","10.87.1.138","TLSv1.3","93","Application Data"
"159","20.532504","10.87.1.138","52.163.231.110","TCP","54","64859  >  443 [ACK] Seq=1 Ack=1 Win=66048 Len=0"
"160","20.532601","10.87.1.138","8.8.8.8","TCP","54","64854  >  443 [ACK] Seq=918 Ack=6814 Win=66304 Len=0"
"161","20.532661","8.8.8.8","10.87.1.138","TLSv1.3","425","Server Hello, Change Cipher Spec, Application Data"
"162","20.532661","8.8.4.4","10.87.1.138","QUIC","162","Protected Payload (KP0)"
"163","20.532661","8.8.8.8","10.87.1.138","TCP","93","[TCP Spurious Retransmission] 443  >  64854 [PSH, ACK] Seq=6775 Ack=918 Win=68864 Len=39"
"164","20.532661","8.8.4.4","10.87.1.138","TCP","425","[TCP Spurious Retransmission] 443  >  64856 [PSH, ACK] Seq=1 Ack=758 Win=67072 Len=371"
"165","20.532661","8.8.4.4","10.87.1.138","QUIC","162","Protected Payload (KP0)"
"166","20.532797","10.87.1.138","8.8.8.8","TCP","66","[TCP Dup ACK 160#1] 64854  >  443 [ACK] Seq=918 Ack=6814 Win=66304 Len=0 SLE=6775 SRE=6814"
"167","20.532818","10.87.1.138","8.8.4.4","TCP","66","[TCP Dup ACK 135#1] 64856  >  443 [ACK] Seq=1158 Ack=372 Win=65792 Len=0 SLE=1 SRE=372"
"168","20.532930","10.87.1.138","8.8.4.4","QUIC","77","Protected Payload (KP0), DCID=e99b733f905d7d68"
"169","20.533026","10.87.1.138","8.8.4.4","QUIC","75","Protected Payload (KP0), DCID=e99b733f905d7d68"
"170","20.533059","10.87.1.138","8.8.4.4","QUIC","77","Protected Payload (KP0), DCID=e99b733f905d7d68"
"171","20.533119","10.87.1.138","8.8.8.8","TLSv1.3","85","Application Data"
"172","20.533182","10.87.1.138","52.163.231.110","TLSv1.2","281","Client Hello"
"173","20.533191","10.87.1.138","8.8.8.8","TLSv1.3","128","Change Cipher Spec, Application Data"
"174","20.533232","10.87.1.138","8.8.8.8","TLSv1.3","93","Application Data"
"175","20.533387","10.87.1.138","8.8.8.8","TLSv1.3","152","Application Data"
"176","20.533524","10.87.1.138","8.8.8.8","TLSv1.3","282","Application Data"
"177","20.556128","8.8.8.8","10.87.1.138","DNS","102","Standard query response 0x0fab A dns.google A 8.8.4.4 A 8.8.8.8"
"178","20.559981","8.8.8.8","10.87.1.138","TCP","66","[TCP Dup ACK 152#1] 443  >  64854 [ACK] Seq=6814 Ack=918 Win=68864 Len=0 SLE=518 SRE=918"
"179","20.559981","8.8.4.4","10.87.1.138","TCP","60","443  >  64856 [ACK] Seq=372 Ack=1158 Win=68608 Len=0"
"180","20.559981","8.8.4.4","10.87.1.138","TLSv1.3","1002","Application Data, Application Data"
"181","20.559981","8.8.4.4","10.87.1.138","TLSv1.3","85","Application Data"
"182","20.560132","10.87.1.138","8.8.4.4","TCP","54","64856  >  443 [ACK] Seq=1158 Ack=1351 Win=64768 Len=0"
"183","20.560500","10.87.1.138","8.8.4.4","QUIC","1292","Initial, DCID=eace7b19e24419a6, PKN: 1, CRYPTO, PING, PING, PING, PADDING, CRYPTO, CRYPTO, CRYPTO, PING, PADDING, PING, CRYPTO, PING, PING, CRYPTO, PING, PING, CRYPTO, PADDING, CRYPTO"
"184","20.560960","10.87.1.138","8.8.4.4","QUIC","122","0-RTT, DCID=eace7b19e24419a6"
"185","20.562259","10.87.1.138","8.8.4.4","QUIC","1292","Initial, DCID=b12f13004672e493, PKN: 1, PADDING, CRYPTO, PADDING, CRYPTO, PADDING, CRYPTO, PADDING, CRYPTO, CRYPTO, PADDING, CRYPTO, PADDING, CRYPTO, CRYPTO, PADDING"
"186","20.562700","10.87.1.138","8.8.4.4","QUIC","120","0-RTT, DCID=b12f13004672e493"
"187","20.563242","10.87.1.138","8.8.4.4","QUIC","289","0-RTT, DCID=eace7b19e24419a6"
"188","20.563520","10.87.1.138","8.8.4.4","QUIC","289","0-RTT, DCID=b12f13004672e493"
"189","20.563676","10.87.1.138","8.8.4.4","TLSv1.3","85","Application Data"
"190","20.563962","10.87.1.138","8.8.4.4","TCP","66","64862  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"191","20.564512","8.8.8.8","10.87.1.138","TCP","60","443  >  64854 [ACK] Seq=6814 Ack=949 Win=68864 Len=0"
"192","20.564512","8.8.8.8","10.87.1.138","TCP","60","443  >  64854 [ACK] Seq=6814 Ack=988 Win=68864 Len=0"
"193","20.564512","8.8.8.8","10.87.1.138","TCP","60","443  >  64855 [ACK] Seq=372 Ack=832 Win=67072 Len=0"
"194","20.564512","8.8.8.8","10.87.1.138","TCP","60","443  >  64855 [ACK] Seq=372 Ack=930 Win=67072 Len=0"
"195","20.564512","8.8.8.8","10.87.1.138","TCP","60","443  >  64855 [ACK] Seq=372 Ack=1158 Win=68608 Len=0"
"196","20.564512","8.8.8.8","10.87.1.138","TLSv1.3","1002","Application Data, Application Data"
"197","20.564512","8.8.4.4","10.87.1.138","TLSv1.3","342","Application Data"
"198","20.564512","8.8.4.4","10.87.1.138","TLSv1.3","553","Application Data"
"199","20.564512","8.8.4.4","10.87.1.138","TLSv1.3","85","Application Data"
"200","20.564512","8.8.4.4","10.87.1.138","TLSv1.3","93","Application Data"
"201","20.564512","8.8.4.4","10.87.1.138","QUIC","67","Protected Payload (KP0)"
"202","20.564512","8.8.8.8","10.87.1.138","TLSv1.3","85","Application Data"
"203","20.564629","10.87.1.138","8.8.4.4","TCP","54","64856  >  443 [ACK] Seq=1189 Ack=2208 Win=66304 Len=0"
"204","20.564717","10.87.1.138","8.8.8.8","TCP","54","64855  >  443 [ACK] Seq=1158 Ack=1351 Win=64768 Len=0"
"205","20.565078","8.8.8.8","10.87.1.138","TLSv1.3","341","Application Data"
"206","20.565078","8.8.8.8","10.87.1.138","TLSv1.3","553","Application Data"
"207","20.565078","8.8.8.8","10.87.1.138","TLSv1.3","85","Application Data"
"208","20.565078","8.8.8.8","10.87.1.138","TLSv1.3","93","Application Data"
"209","20.565129","10.87.1.138","8.8.8.8","TCP","54","64855  >  443 [ACK] Seq=1158 Ack=2207 Win=66304 Len=0"
"210","20.565210","10.87.1.138","8.8.8.8","TLSv1.3","85","Application Data"
"211","20.565448","10.87.1.138","8.8.4.4","TLSv1.3","93","Application Data"
"212","20.565489","10.87.1.138","8.8.8.8","TLSv1.3","93","Application Data"
"213","20.589225","8.8.8.8","10.87.1.138","QUIC","1292","Initial, SCID=d2358fa76ed0dd81, PKN: 1, ACK, PADDING"
"214","20.589225","8.8.8.8","10.87.1.138","QUIC","1292","Initial, SCID=e413b7a08ed98a99, PKN: 1, ACK, PADDING"
"215","20.592877","8.8.4.4","10.87.1.138","TCP","66","443  >  64862 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"216","20.593028","10.87.1.138","8.8.4.4","TCP","54","64862  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"217","20.593732","10.87.1.138","8.8.4.4","TLSv1.3","813","Client Hello"
"218","20.594058","8.8.4.4","10.87.1.138","TCP","60","443  >  64856 [ACK] Seq=2208 Ack=1228 Win=68608 Len=0"
"219","20.595709","8.8.8.8","10.87.1.138","TCP","60","443  >  64855 [ACK] Seq=2207 Ack=1228 Win=68608 Len=0"
"220","20.600328","52.163.231.110","10.87.1.138","TLSv1.2","195","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"221","20.601882","10.87.1.138","52.163.231.110","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"222","20.602196","10.87.1.138","52.163.231.110","TCP","1494","64859  >  443 [ACK] Seq=279 Ack=142 Win=66048 Len=1440 [TCP segment of a reassembled PDU]"
"223","20.602196","10.87.1.138","52.163.231.110","TLSv1.2","64","Application Data"
"224","20.604198","10.87.1.138","8.8.8.8","QUIC","1292","Initial, DCID=d2358fa76ed0dd81, PKN: 5, PADDING, PING, PADDING"
"225","20.605515","52.163.231.110","10.87.1.138","TCP","60","443  >  64859 [ACK] Seq=142 Ack=1719 Win=97024 Len=0"
